Authors	Title	Citation	DOI	Year	Month	0	1	2	3	Score	FINDINGS	Reported	Correction Date	Retraction	Correction	No Action	SUM  Completed	First_Author	Last_author	Duration in Career	Highest Degree Obtained	Degree Area	Publication Rate	Other Journals Published in	University_name	Type	Established	Academic_staff	Students	No_in_lab	Country	Latitude	Longitude	Campus	world_rank	teaching	international	research	citations	income	student_staff_ratio	international_students	female_male_ratio	pop_density_map.png	privacy_map.jpg	english_language_map.png	Grover identified falsification
Hui Li, Jinglan Wang, Gil Mor, Jeffrey Sklar	A Neoplastic Gene Fusion Mimics Trans-Splicing of RNAs in Normal Human Cells	Science 321, 1357 (2008)	10.1126/science.1156725	2008				1		4	Duplicated panel, different exposure?	1	10-02-2015		1		1	Hui Li	Bert Vogelstein	18	PhD	Pathology	5.2	molecular biology	Yale University School of Medicine	Private	1810	2451	718	0.29294166	United States	-41.302778	72.9361111	College Town					39.2					5	0	0	Original
Nitai C. Hait, Jeremy Allegood, Michael Maceyka, Graham M. Strub, Kuzhuvelil B. Harikumar, Sandeep K. Singh, Cheng Luo, Ronen Marmorstein, Tomasz Kordula, Sheldon Milstien, Sarah Spiegel	Regulation of Histone Acetylation in the Nucleus by Sphingosine-1-Phosphate	Science 325, 1254 (2009)	10.1126/science.1176709	2009			1			3	Duplicated blot panel	1				1	1	Nitai C. Hait	Irina M. Conboy	17	PhD	Biochemistry	3.82	cellular biology	Virginia Commonwealth University School of Medicine	Public	1838	1175	759	0.64595745	United States	-37.540278	77.4291667						94.4					0	0	0	Original
Hulya Karatas, Sefik Evren Erdener, Yasemin Gursoy-Ozdemir, Sevda Lule, Emine Eren-Koc_ak, Zmrt Duygu Sen, Turgay Dalkaraen	Spreading Depression Triggers Headache by Activating Neuronal Panx1 Channels	Science 339, 1092 (2013)	10.1126/science.1231897	2013					1	4	Duplicated mirrored band, stamping in background	1	10-02-2015		1		1	Hulya Karatas	Jean J. Zhao	18	MD, PhD	Neurology	1.94	cell biology	Hacettepe University	Public	1967	0	49582	0	Turkey	-39.867222	-32.734444	Urban	701	21	19.6	11.8	17	28.2	20.4	0.04	2.363888889	5	0	0	Original
Hideki Sakahira, Masato Enari, & Shigekazu Nagata	Cleavage of CAD inhibitor in CAD activation and DNA degradation during apoptosis	Nature. 1998 Jan 1;391(6662):96-9.	10.1038/34214	1998					1	3	Duplicated lanes within same gel panel	1	10/29/2015		1		1	Hideki Sakahira	Vernonica E. Franklin-Tong	9	PhD	Genetics	1.6	nature	Osaka University	Public	1973	3541	25784	34	Japan	-34.819167	-135.52667	Suburban	276	46.8	26.6	45.2	98.5	76.1	7.8	0.09	31 : 69	0	0	0	Original
Timothy A. Chan, Heiko Hermeking, Christoph Lengauer, Kenneth W. Kinzler, & Bert Vogelstein	14-3-3__ is required to prevent mitotic catastrophe after DNA damage	Nature, Vol. 401, 7 October 1999, page 616	10.1038/44188	1999				1		3	Rotated microscopy image, authors replied on PP	1	10/29/2015			1	1	Timothy A. Chan	many others	20	PhD	biology	4.6	cell biology	Johns Hopkins University School of Medicine	Private	1876	0	26402	0	United States	-39.328889	76.6202778	Urban										0	0	0	Original
Morgan E. Carlson, Michael Hsu, & Irina M. Conboy	Imbalance between pSmad3 and Notch induces CDK inhibitors in old muscle stem cells	Nature, Vol. 454, 24 July 2008, page 528	10.1038/nature07034	2008				1		2	Multiple cases of overlapping microscopy panels	1	10/13/2016		1		1	Morgan E. Carlson	Jianmin Wan	25	PhD	Molecular Biology	7.8	cell biology	UC Berkeley	Public	1868	0	43204	0	United States	-37.87	122.258889	Urban										0	0	0	Original
Shidong Jia, Zhenning Liu, Sen Zhang, Pixu Liu, Lei Zhang, Sang Hyun Lee, Jing Zhang, Sabina Signoretti, Massimo Loda, Thomas M. Roberts, & Jean J. Zhao	Essential roles of PI(3)KÐp110b in cell growth, metabolism and tumorigenesis	Nature, Vol 454, 7 August 2008, page 776	10.1038/nature07091	2008				1		4	Overlapping microscopy images	1	05-12-2016		1		1	Shidong Jia	TV Patil  GC Kundu	6	PhD	Biochemistry	1	Oncology	Harvard Medical School	Private	1782	11502	0	0	United States	-42.335833	71.105						19.7					0	0	0	Original
Michael J. Wheeler, Barend H. J. de Graaf, Natalie Hadjiosif, Ruth M. Perry, Natalie S. Poulter, Kim Osman, Sabina Vatovec, Andrea Harper, F. Christopher H. Franklin, & Vernonica E. Franklin-Tong	Identification of the pollen self-incompatibility determinant in Papaver rhoeas	Nature, Vol 459|18 June 2009	10.1038/nature08027	2009					1	4	Duplicated area within the same blot	1	03-03-2016		1		1	Michael J. Wheeler	V Gopalakrishnan	12	MD	Molecular Biology	1.2	nature	University of Toronto	Public	1827	2547	61690	24.2206517	Canada	-43.661667	79.395	Urban	19	75.9	77.8	89.3	37.4	49.1	19.5	0.15		0	0	0	Original
Corine Bertolotto, Fabienne Lesueur, Sandy Giuliano, Thomas Strub, Mahaut de Lichy, Karine Bille, Philippe Dessen, and many others	A SUMOylation-defective MITF germline mutation predisposes to melanoma and renal carcinoma	Nature, 2011 Oct 19;480(7375):94-8	10.1038/nature10539	2011				1		3	Overlapping microscopy images	1	03-03-2016		1		1	Corine Bertolotto	XD Zhang	9	PhD	biotechnology	1.4	biological chemistry	University of Cote d'Azur	Public		0	30000	0		0	0											0	0	0	Original
Feng Zhou, Qibing Lin, Lihong Zhu, Yulong Ren, Kunneng Zhou, Nitzan Shabek, Fuqing Wu, Haibin Mao, Wei Dong, Lu Gan, Weiwei Ma, He Gao, Jun Chen, Chao Yang, Dan Wang, Junjie Tan, Xin Zhang, Xiuping Guo, Jiulin Wang, Ling Jiang, Xi Liu, Weiqi Chen, Jinfang Chu, Cunyu Yan, Kotomi Ueno, Shinsaku Ito, Tadao Asami, Zhijun Cheng, Jie Wang, Cailin Lei, Huqu Zhai, Chuanyin Wu, Haiyang Wang, Ning Zheng, and Jianmin Wan	D14ÐSCFD3-dependent degradation of D53 regulates strigolactone signalling	Nature, Vol 504, 19/26 DECEMBER 2013	10.1038/nature12878	2013					1	3	Duplicated microscopy, possible duplicated lanes in same blot	1	4/21/2016		1		1	Feng Zhou	D Fan	10	PhD	philosophy	3.7	molecular biology	University of Michigan, Dearborn	Public	1959	511	9468	18.5283757	United States	-42.319722	83.2330556	Suburban										0	3	0	Original
S Kale, R Raja, D Thorat, G Soundararajan, TV Patil and GC Kundu	Osteopontin signaling upregulates cyclooxygenase-2 expression in tumor-associated macrophages leading to enhanced angiogenesis and melanoma growth via a9b1 integrin	Oncogene (2014) 33, 2295Ð2306	10.1038/onc.2013.184	2013				1		3	Overlapping microscopy images, multiple cases	1	10/16/2015		1		1	S Kale	J-J Hung	12	PhD	biology	0.66	cancer biology	University of Washington	Public	1861	5803	47899	8.25417887	United States	-47.654167	122.308056	Urban	32	67.1	51.2	70		43.1	11.8	0.13	2.240972222	0	0	0	Original
CM Das, P Taylor, M Gireud, A Singh, D Lee, G Fuller, L Ji, J Fangusaro, V Rajaram, S Goldman, C Eberhart, and V Gopalakrishnan	The deubiquitylase USP37 links REST to the control of p27 stability and cell proliferation	Oncogene (2013) 32, 1691Ð1701	10.1038/onc.2012.182	2012			1			4	Duplicated blot	1	11/24/2016		1		1	CM Das	Eric Rubinstein 1	10	PhD	Neuro-Oncology	3.9	cancer cells	Emory University School of Medicine	Private	1854	0	455	0	United States	-33.793889	84.3219444	Suburban					90.9					0	0	0	Original
CC Jiang, A Croft, H-Y Tseng, ST Guo, L Jin, P Hersey, and XD Zhang	Repression of microRNA-768-3p by MEK/ERK signalling contributes to enhanced mRNA translation in human melanoma	Oncogene (2014) 33, 2577Ð2588	10.1038/onc.2013.237	2013					1	3	Duplicated bands within same blot panel	1	11/17/2016		1		1	CC Jiang	YUICHIRO DOKI  MASAKI MORI	13	PhD	biology	7.15	cancer cells	Newcastle University	Public	1834	2430	27215	11.19958848	UK	28.5391667	33.9752778	Urban	276	27.4	75.9	26.5		64.4	21.9	0.18	2.363888889	2	0	1	Original
National Taiwan University	STIM1, a direct target of microRNA-185, promotes tumor metastasis and is associated with poor prognosis in colorectal cancer	Oncogene (2014), 1Ð13	10.1038/onc.2014.404	2014				1		4	Overlapping microscopy images	1	11/17/2016		1		1	Z Zhang	LEISHENG JIANG	12	PhD	Anesthesiology	1	cancer cells	Fourth Military Medical University	Public	1941	0	0	0	China	0	0											0	0	0	Original
T-I Hsu, S-C Lin, P-S Lu, W-C Chang, C-Y Hung, Y-M Yeh, W-C Su, P-C Liao, and J-J Hung	MMP7-mediated cleavage of nucleolin at Asp255 induces MMP9 expression to promote tumor malignancy	Oncogene (2015) 34, 826Ð837	10.1038/onc.2014.22	2014				1		3	Overlapping microscopy images	1	02-09-2017		1		1	T-I Hsu	KYONG HWA PARK	6	PhD	Bioinformatics	0.6	Oncogene	National Cheng-Kung University	Public	1931	1584	0	0	Taiwan	-23	-120.21667						98.6					0	0	0	Original
Emmanuel Dornier, Franck Coumailleau, Jean-Franc_ois Ottavi, Julien Moretti, Claude Boucheix, Philippe Mauduit, Franois Schweisguth, and Eric Rubinstein 1	TspanC8 tetraspanins regulate ADAM10/Kuzbanian trafficking and promote Notch activation in flies and mammals	J. Cell Biol. Vol. 199 No. 3 481Ð496	10.1083/jcb.201201133	2012					1	2	Manipulated FACS plots	1	5/23/2016		1		1	Emmanuel Dornier	YOSHIKAZU MURAWAKI	8	PhD	Oncology	4	cell culture	INSERM	Governmental organization		0	0	0	France	0	0											0	0	0	Original
HIROFUMI YAMAMOTO, RYOTA OSHIRO, MASAHISA OHTSUKA, MAMORU UEMURA, NAOTSUGU HARAGUCHI, JUNICHI NISHIMURA, ICHIRO TAKEMASA, TSUNEKAZU MIZUSHIMA, YUICHIRO DOKI and MASAKI MORI	Distinct expression of C4.4A in colorectal cancer detected by different antibodies	INTERNATIONAL JOURNAL OF ONCOLOGY 42: 197-201, 2013	10.3892/ijo.2012.1714	2012			1			4	Duplicated blot	1	9/16/2016		1		1	HIROFUMI YAMAMOTO	MARY BRESLIN	26	MD, PhD	biology	17.15	cancer biology	Osaka University	Public	1724	3541	25784	7.28155888	Japan	-34.819167	-135.52667	Suburban	276	46.8	26.6	45.2	67.2	76.1	7.8	0.09	31 : 69	0	0	0	Original
BO LI, YUEHUA YANG, SHENGDAN JIANG, BINBIN NI, KE CHEN, and LEISHENG JIANG	Adenovirus-mediated overexpression of BMP-9 inhibits human osteosarcoma cell growth and migration through downregulation of the PI3K/AKT pathway	INTERNATIONAL JOURNAL OF ONCOLOGY 41: 1809-1819, 2012	10.3892/ijo.2012.1617	2012			1			3	Duplicated blot panel	1	9/28/2016		1		1	BO LI	YUEMING SUN	6	PhD	Neurology	6.66	nature communications	Shanghai Jiaotong University	Public	1896	3061	0	0	China	-31.200833	-121.42972	Urban										0	0	0	Original
EUN YOUNG GIL, UK HYUN JO, HOISEON JEONG, YOUNG MI WHANG, OK HEE WOO, KYU RAN CHO, JAE HONG SEO, AEREE KIM, EUN SOOK LEE, INSONG KOH, YEUL HONG KIM, and KYONG HWA PARK	Promoter methylation of RASSF1A modulates the effect of the microtubule-targeting agent docetaxel in breast cancer	INTERNATIONAL JOURNAL OF ONCOLOGY 41: 611-620, 2012	10.3892/ijo.2012.1470	2012					1	3	Duplicated, mirrored bands within same panels	1	03-07-2017		1		1	EUN YOUNG GIL	MASAHIRO URADE	8	PhD	biology	4	cancer research	Korea University College of Medicine	Private	1928	0	600	0	South Korea	0	0	Urban										0	0	0	Original
YUKI FUJISE, JUN-ICHI OKANO, TAKAKAZU NAGAHARA, RYO ABE, RYU IMAMOTO, and YOSHIKAZU MURAWAKI	Preventive effect of caffeine and curcumin on hepato_ carcinogenesis in diethylnitrosamine_induced rats	INTERNATIONAL JOURNAL OF ONCOLOGY 40: 1779-1788, 2012	10.3892/ijo.2012.1343	2012			1			4	Duplicated microscopy images	1	6/15/2016		1		1	YUKI FUJISE	DINO AMADORI	9	PhD	Immunology	2.66	Hepatology	Tottori University	Public	1949	0	6354	0	Japan	-35.515	-134.17167			24.3	16.7	10.1		34.5	8.2	0.02	34 : 66	0	1	0	Original
CHIACHEN CHEN, YUAN-CHING CHANG, MICHAEL S. LAN, and MARY BRESLIN	Leptin stimulates ovarian cancer cell growth and inhibits apoptosis by increasing cyclin D1 and Mcl-1 expression via the activation of the MEK/ERK1/2 and PI3K/Akt signaling pathways	INTERNATIONAL JOURNAL OF ONCOLOGY 42: 1113-1119, 2013	10.3892/ijo.2013.1789	2013				1		2	Duplicated and mirrored blot	1	06-06-2016		1		1	CHIACHEN CHEN	JUN JIANG	6	PhD	Molecular Biology	3.16	Oncology	National Taiwan University	Public	1928	2009	31829	15.8432056	Taiwan	-25.016111	-121.53611	Urban	167	54.1	27.7	58	37.4	49.6	11.9	0.07	39 : 61	0	0	0	Original
WEI YANG, XIAOYUAN WANG, WEI ZHENG, KEDONG LI, HAOFENG LIU, and YUEMING SUN	Genetic and epigenetic alterations are involved in the regulation of TPM1 in cholangiocarcinoma	INTERNATIONAL JOURNAL OF ONCOLOGY 42: 690-698, 2013	10.3892/ijo.2012.1741	2012			1			2	Duplicated blot panels, multiple cases	1	10/24/2016		1		1	WEI YANG	Nisar P. Malek	8	PhD	Cell Biology	2	oncology	Nanjing Medical University	Medical	1934		0	0	China	-32.045833	-118.76889	Urban										0	0	2	Original
MICHIYO YAMAMURA, KAZUMA NOGUCHI, YOSHIRO NAKANO, EMI SEGAWA, YUSUKE ZUSHI, KAZUKI TAKAOKA, HIROMITSU KISHIMOTO, TOMOKO HASHIMOTO-TAMAOKI, and MASAHIRO URADE	Functional analysis of Zyxin in cell migration and invasive potential of oral squamous cell carcinoma cells	INTERNATIONAL JOURNAL OF ONCOLOGY 42: 873-880, 2013	10.3892/ijo.2013.1761	2013				1		4	Shifted blots, representing different proteins	1	9/22/2016		1		1	MICHIYO YAMAMURA	Ian G. Macara	10	PhD	Molecular Biology	1.5	cell culture	Hyogo College of Medicine	Private	1972	0	0	0	Japan	34.718389	135.378972											0	0	0	Original
TONI IBRAHIM, CHIARA LIVERANI, LAURA MERCATALI, EMANUELE SACANNA, MICHELE ZANONI, FRANCESCO FABBRI, WAINER ZOLI, and DINO AMADORI	Cisplatin in combination with zoledronic acid: A synergistic effect in triple-negative breast cancer cell lines	INTERNATIONAL JOURNAL OF ONCOLOGY 42: 1263-1270, 2013	10.3892/ijo.2013.1809	2013			1			2	Duplicated microscopy images	1	07-06-2016		1		1	TONI IBRAHIM	Wei Xu	18	PhD	Oncology	10.22	cancer cells	IRCCS Istituto Scientifico Romagnolo per lo Studio e la Cura dei Tumori			0	0	0		0	0						9.6					0	0	0	Original
LI MA, YUEPING LIU, CUIZHI GENG, XIAOWEI QI, and JUN JIANG	Estrogen receptor _ inhibits estradiol-induced proliferation and migration of MCF-7 cells through regulation of mitofusin 2	INTERNATIONAL JOURNAL OF ONCOLOGY 42: 1993-2000, 2013	10.3892/ijo.2013.1903	2013				1		3	Overlapping microscopy images	1	9/16/2016		1		1	LI MA	Francoise Bono	5	PhD	Cell Biology	1.8	genetics	Third Military Medical University			0	0	0		0	0						47.3					0	0	0	Original
